request_id,api_name,TIMESTAMP,latency_ms,status_Code,document_type,region,device_type,error_reason
001d1cad-4089-49c9-a466-2642999da735,OCR_AADHAAR,"2026-01-10 13:53:42",1148,200,DRIVING_LICENSE,Rural,Android,
001d2493-92b2-48ca-865d-707296920427,KYC_VERIFY,"2026-01-13 16:55:42",200,200,PASSPORT,Metro,Android,
001e9c38-aaf7-4108-a460-7b8de8de32bc,KYC_VERIFY,"2026-01-19 21:57:42",567,200,PAN,Rural,iOS,
001ea7ed-71b8-48f3-9b60-327dac98358f,OCR_PAN,"2026-01-21 07:19:42",1037,200,DRIVING_LICENSE,Metro,Web,
001f52b1-2610-422b-8fe3-c90ded146c1c,OCR_PAN,"2026-01-05 18:53:42",1211,200,AADHAAR,Metro,Android,
001fe847-64a9-4f72-bf9c-e91bb8c5d2af,KYC_VERIFY,"2026-01-01 18:12:42",647,200,DRIVING_LICENSE,Metro,Web,
0020da60-c0fe-4311-ad73-d44702067929,OCR_AADHAAR,"2026-01-12 17:24:42",1321,200,DRIVING_LICENSE,Tier-1,Android,
0021ce96-a91e-437e-bd21-b8d2a6fccc69,OCR_PAN,"2026-01-04 05:17:42",914,200,PAN,Tier-1,Android,
00234e4f-5c2a-4b41-a5c7-ad3619d23ebb,OCR_PAN,"2026-01-21 11:07:42",902,200,PAN,Metro,Web,
00241058-1d57-4015-8531-c652492e16a1,KYC_VERIFY,"2026-01-04 02:06:42",318,200,PAN,Tier-2,iOS,
002426d9-8a39-4320-aa14-7ae2dfff77d8,KYC_VERIFY,"2026-01-06 22:29:42",1245,500,PAN,Tier-1,Web,BLURRY_IMAGE
00247658-04c3-4c35-9fd9-0cbfecf19801,OCR_AADHAAR,"2026-01-23 21:51:42",1032,200,DRIVING_LICENSE,Metro,Android,
002549d1-b63c-4c36-9902-ce2a0c6448ab,FACE_MATCH,"2026-01-10 11:50:42",850,200,AADHAAR,Metro,iOS,
00258bc3-5c88-4a6e-a6b6-97f61aa53c59,OCR_AADHAAR,"2026-01-11 05:52:42",1356,200,PAN,Metro,Android,
00260fb5-8b81-4eee-80f3-6c5f20d59550,OCR_PAN,"2026-01-18 15:59:42",1011,200,PASSPORT,Tier-1,Web,
00266ad1-d212-4bf8-b191-13d897d35bed,OCR_AADHAAR,"2026-01-09 09:44:42",1341,200,PASSPORT,Rural,Android,
00275889-1fe7-4721-a480-3c2eba665ae6,OCR_PAN,"2026-01-21 04:35:42",1309,200,AADHAAR,Metro,iOS,
00279be7-dc36-4932-8e93-eea54f406bdd,FACE_MATCH,"2026-01-29 14:45:42",1047,200,DRIVING_LICENSE,Tier-1,iOS,
0027c073-78cd-4704-8298-a17c20894727,OCR_AADHAAR,"2026-01-05 16:23:42",2508,200,DRIVING_LICENSE,Rural,Web,
0029fb48-8a25-4927-93c9-327f21271a28,OCR_AADHAAR,"2026-01-19 16:31:42",1480,200,AADHAAR,Tier-1,Android,
002a83b2-85da-4ffb-9ecf-9d423995d6a5,OCR_AADHAAR,"2026-01-06 18:18:42",786,200,DRIVING_LICENSE,Tier-2,Android,
002b0b2f-94f3-4415-8ba4-c423af5b0fd4,OCR_PAN,"2026-01-27 18:59:42",888,200,DRIVING_LICENSE,Metro,Android,
002b8194-6725-4def-b6d4-4472ccccec11,KYC_VERIFY,"2026-01-28 22:48:42",645,200,PASSPORT,Tier-2,Android,
002b8804-187d-43f2-b9a8-36a353f92d06,OCR_AADHAAR,"2026-01-03 17:13:42",905,200,DRIVING_LICENSE,Tier-1,Android,
002d6897-6399-46be-940c-c3c0befa802b,OCR_AADHAAR,"2026-01-23 04:48:42",1305,200,PASSPORT,Metro,Android,
003055a8-a752-42ef-9b73-3788e085cbb5,OCR_PAN,"2026-01-11 10:52:42",1451,422,PAN,Tier-1,Android,BLURRY_IMAGE
003127b0-8901-4c23-bb54-08a9720e2fdd,KYC_VERIFY,"2026-01-11 17:05:42",586,200,DRIVING_LICENSE,Tier-1,iOS,
003327b2-bc77-499f-ab37-4fe7c3a79392,KYC_VERIFY,"2026-01-05 16:16:42",635,200,AADHAAR,Tier-1,iOS,
00354d73-8a4b-4959-ac78-87bd65c687b7,KYC_VERIFY,"2026-01-13 23:37:42",476,200,DRIVING_LICENSE,Tier-1,Android,
003582f6-5bff-43e2-8897-d0a491813625,KYC_VERIFY,"2026-01-28 04:10:42",582,200,PASSPORT,Metro,Android,
00363bbe-5b8b-4302-b1b9-f67e64ad11a0,FACE_MATCH,"2026-01-20 11:12:42",1091,200,AADHAAR,Tier-2,Web,
003675f9-b7ad-4d0d-b673-ed3d4380618f,FACE_MATCH,"2026-01-14 03:07:42",1926,500,PASSPORT,Rural,Android,DOCUMENT_EXPIRED
00379212-6153-4565-9d8c-16d2028802df,OCR_AADHAAR,"2026-01-22 04:24:42",1322,200,PASSPORT,Metro,Android,
00386892-c3d5-48d0-bd96-625e659e3335,FACE_MATCH,"2026-01-27 07:56:42",453,200,DRIVING_LICENSE,Tier-2,Android,
00386cd4-d382-4d6c-88fe-aa0214ee6c66,OCR_AADHAAR,"2026-01-26 00:45:42",1646,200,AADHAAR,Tier-2,iOS,
0038c67d-f11b-4b69-8878-cdbfbefe1f48,KYC_VERIFY,"2026-01-20 05:15:42",222,200,PASSPORT,Tier-1,Android,
0039efc3-81be-4683-83ff-b4a7d91b3b14,OCR_AADHAAR,"2026-01-08 22:41:42",1678,200,PASSPORT,Metro,Android,
003a2385-23b1-4ff7-a38e-989c7f3313fc,FACE_MATCH,"2026-01-26 17:45:42",853,200,PAN,Rural,iOS,
003b4159-62bc-426a-b586-97bc81b142f9,OCR_PAN,"2026-01-22 22:12:42",1158,200,AADHAAR,Rural,Android,
003c9744-6593-4959-bdfa-133aa576c106,OCR_AADHAAR,"2026-01-10 23:20:42",1619,200,PAN,Tier-1,iOS,
003dfdfb-a91c-46b6-be1d-e456381f3fda,OCR_PAN,"2026-01-02 21:13:42",1257,200,DRIVING_LICENSE,Metro,Android,
003f3df9-7979-41e8-b62a-5fbfde871204,FACE_MATCH,"2026-01-29 22:27:42",1262,200,PASSPORT,Tier-1,iOS,
003fb0fc-a582-4a26-9afd-5206e4364beb,FACE_MATCH,"2026-01-08 23:17:42",1247,200,AADHAAR,Tier-2,Android,
003fc59e-6591-417b-a596-0ccdc7c85f16,OCR_PAN,"2026-01-29 10:52:42",1609,400,DRIVING_LICENSE,Metro,Android,BLURRY_IMAGE
0040d26f-0c3f-4eb6-b387-20f77e59704a,FACE_MATCH,"2026-01-13 19:49:42",1122,401,DRIVING_LICENSE,Tier-1,Web,LOW_IMAGE_QUALITY
0044041f-da30-406b-8a33-33d26feebb0b,OCR_AADHAAR,"2026-01-28 21:40:42",1088,200,PAN,Tier-2,iOS,
004605d3-c7c7-4c9a-8cf4-484b7d0ed265,OCR_AADHAAR,"2026-01-20 11:22:42",1839,422,PASSPORT,Tier-2,iOS,TIMEOUT
00474104-29bf-4a20-b670-aa912f81456e,OCR_AADHAAR,"2026-01-18 03:03:42",1467,200,DRIVING_LICENSE,Metro,Web,
004809ca-5807-4b0d-b7d4-6e6ff5332a95,OCR_AADHAAR,"2026-01-29 08:00:42",2238,422,DRIVING_LICENSE,Metro,Android,BLURRY_IMAGE
0048bc6b-4b75-4fba-8b86-1e1a4ee6ca02,OCR_AADHAAR,"2026-01-14 04:06:42",1619,200,PAN,Rural,iOS,
004b0d57-508a-4aee-bd89-9cbaf52aa574,FACE_MATCH,"2026-01-13 17:04:42",1432,200,PAN,Rural,Web,
004b92f0-6059-40d1-b949-3baf1f4e2e2a,FACE_MATCH,"2026-01-18 14:19:42",1079,200,PAN,Tier-1,Android,
004c8c00-66d9-4aff-a188-723f373ed93e,OCR_PAN,"2026-01-13 23:08:42",1191,200,AADHAAR,Metro,Web,
004d184f-9459-4d14-a1bd-87b55e87e9c7,FACE_MATCH,"2026-01-28 14:38:42",486,200,DRIVING_LICENSE,Metro,Web,
004ddb06-70ed-4b48-bc9b-42d3b78d5ed5,OCR_PAN,"2026-01-22 21:05:42",963,200,PASSPORT,Metro,Web,
004eabe2-e5ec-4849-b451-31e01fff2d21,FACE_MATCH,"2026-01-28 13:03:42",1211,400,DRIVING_LICENSE,Tier-1,Android,NETWORK_ERROR
00521bc0-a52a-4de6-b065-0f3851f2008a,FACE_MATCH,"2026-01-20 20:02:42",1162,200,AADHAAR,Tier-2,Android,
0052d1b1-e37f-4c98-9809-ee18a6afcd69,OCR_AADHAAR,"2026-01-05 01:49:42",1635,200,PASSPORT,Tier-1,Android,
0054cb60-4634-42a0-87f7-4e2f0418d3c2,FACE_MATCH,"2026-01-09 08:56:42",1715,422,PASSPORT,Tier-1,iOS,FACE_MISMATCH
005633e2-246a-47e4-87a0-f22aa6b17ad9,FACE_MATCH,"2026-01-11 18:05:42",781,200,PASSPORT,Metro,Android,
00578dbf-27d4-4238-8289-ffa162e24962,OCR_PAN,"2026-01-29 14:18:42",1892,200,PAN,Metro,Android,
00593b01-7290-4278-8b2f-355840d0389c,KYC_VERIFY,"2026-01-01 21:21:42",498,200,AADHAAR,Tier-2,Web,
005b1184-bd5c-4893-b354-c58c64dab89a,OCR_PAN,"2025-12-31 04:32:42",1013,200,PAN,Tier-2,Android,
005c778d-c15e-43e7-8a84-6be5a80ef57a,OCR_AADHAAR,"2026-01-19 10:22:42",1660,200,PAN,Tier-2,iOS,
005ca29e-208f-4de5-86ab-f654eb6ee63d,OCR_AADHAAR,"2026-01-04 01:25:42",1385,200,AADHAAR,Metro,Android,
005cae9c-c771-4a1f-8dea-c77f411ad61b,KYC_VERIFY,"2026-01-01 11:50:42",645,200,AADHAAR,Metro,Android,
00601f4e-5649-4da2-b383-5cf4fa22d992,FACE_MATCH,"2026-01-24 12:26:42",954,200,PAN,Metro,Android,
00608b48-d036-4d34-8bd8-5364a36f83d6,KYC_VERIFY,"2026-01-29 17:19:42",691,200,DRIVING_LICENSE,Metro,iOS,
0061747e-8726-4253-838b-1f0bd2b1af77,OCR_PAN,"2026-01-15 07:45:42",466,200,DRIVING_LICENSE,Tier-2,Android,
00620db3-ec50-4f0c-a5d4-4ab35687983c,FACE_MATCH,"2026-01-16 14:47:42",860,200,PASSPORT,Metro,Android,
00624a21-ed58-4bbf-ae9b-b76e4659bc87,FACE_MATCH,"2026-01-23 07:33:42",1490,200,AADHAAR,Tier-1,iOS,
00647439-8819-46e2-872c-859c2956b764,OCR_PAN,"2026-01-04 11:25:42",1131,200,AADHAAR,Tier-2,Android,
0064ab90-edbc-47a8-a04a-2e1fce81efbb,OCR_AADHAAR,"2026-01-16 05:56:42",1053,200,PAN,Tier-1,Android,
0067c722-1cdc-42f0-8928-df81d577f3c8,OCR_PAN,"2026-01-13 14:25:42",1089,200,PAN,Metro,Android,
0067ebb6-813a-4017-a0ff-692e0097216e,FACE_MATCH,"2026-01-23 17:37:42",1954,400,AADHAAR,Metro,Android,LOW_IMAGE_QUALITY
006a4fc4-b6e8-40d0-a982-f525cc14d5ad,OCR_PAN,"2026-01-20 03:39:42",1303,200,PASSPORT,Tier-1,Web,
006a6966-ee79-428d-8e16-7a603637754b,KYC_VERIFY,"2026-01-13 05:30:42",836,200,PAN,Tier-2,iOS,
006ae0f4-7be1-467b-9698-67264d057205,OCR_AADHAAR,"2026-01-19 05:58:42",1166,200,AADHAAR,Tier-2,Web,
006d1e49-5709-48f1-8d78-08ee92ad2c74,FACE_MATCH,"2025-12-31 17:02:42",1440,401,PASSPORT,Metro,iOS,DOCUMENT_EXPIRED
006da56a-6eb0-4388-af1a-ad6a25a86b39,FACE_MATCH,"2026-01-09 18:45:42",1483,200,DRIVING_LICENSE,Tier-1,Android,
006e08a6-160c-4dd0-a8d6-b35129ec8c84,OCR_AADHAAR,"2026-01-11 11:08:42",1483,200,PASSPORT,Metro,Android,
006eaa5b-46cc-44df-981f-631a1d85a4a2,OCR_AADHAAR,"2026-01-28 18:26:42",2201,500,DRIVING_LICENSE,Metro,iOS,NETWORK_ERROR
00718c4d-ccce-48f5-ad41-5f56f4eded14,FACE_MATCH,"2026-01-03 18:12:42",1062,200,PAN,Metro,iOS,
0071dd89-004e-496b-a16d-9e6309c95152,KYC_VERIFY,"2025-12-31 21:49:42",873,200,DRIVING_LICENSE,Tier-1,iOS,
0071df04-cd8b-4300-964d-fba037f0955e,KYC_VERIFY,"2026-01-03 12:47:42",1430,422,PASSPORT,Metro,Android,TIMEOUT
00722058-5145-419d-bdb4-ecf222f9269e,FACE_MATCH,"2026-01-22 02:38:42",871,200,PAN,Metro,Android,
007243e9-74a1-463e-b0e9-fc0b88deead2,OCR_PAN,"2026-01-27 10:37:42",1307,200,DRIVING_LICENSE,Tier-2,Android,
0072aa3a-624e-4354-9e78-8ea01a000b25,OCR_AADHAAR,"2026-01-17 06:26:42",1443,200,PASSPORT,Tier-2,Web,
0073217d-9409-49fb-9f61-8831e3c38686,KYC_VERIFY,"2025-12-31 20:52:42",961,200,PAN,Tier-1,iOS,
0073f938-8c9e-4f77-9483-ffed19615771,OCR_AADHAAR,"2026-01-05 08:36:42",1233,200,PASSPORT,Tier-1,Web,
0074410a-da91-4ab3-91ea-eabc9043205c,FACE_MATCH,"2026-01-27 06:39:42",1280,200,DRIVING_LICENSE,Tier-1,Android,
0074c30e-85e7-437c-8b0c-af10640748ec,OCR_AADHAAR,"2026-01-08 23:28:42",1509,200,PAN,Metro,iOS,
0074daf6-fbc1-4b60-ad69-a7d5400ac9f1,KYC_VERIFY,"2026-01-27 11:19:42",567,200,AADHAAR,Tier-1,Web,
0074f84a-f51b-4e37-a2bf-bc7d8a4f4e01,OCR_PAN,"2026-01-14 05:28:42",1121,200,PAN,Tier-2,iOS,
007531bd-3d16-4f84-a7c8-e16826ef2aa0,OCR_AADHAAR,"2026-01-24 03:39:42",2408,422,DRIVING_LICENSE,Metro,Web,FACE_MISMATCH
00756205-d3e0-47b8-8c25-c25e451d9753,FACE_MATCH,"2026-01-21 22:48:42",809,200,PAN,Tier-1,Android,
0076dcaa-e3cc-458e-9979-927c651c57a9,OCR_PAN,"2026-01-03 14:22:42",1570,200,PASSPORT,Rural,iOS,
00775971-6bb7-4b9a-b660-6299dfb75692,KYC_VERIFY,"2026-01-12 21:19:42",1151,200,PASSPORT,Rural,Android,
00799949-1e51-4cdb-8063-1fee6b020da7,KYC_VERIFY,"2025-12-31 10:58:42",740,200,PAN,Metro,Android,
007a172c-3b99-49d4-8831-8854c94ac407,OCR_AADHAAR,"2026-01-17 02:21:42",1116,200,AADHAAR,Rural,Web,
007a8b27-3bca-4bc3-ba82-c99c2e976915,OCR_AADHAAR,"2026-01-17 09:56:42",1915,200,AADHAAR,Tier-1,Android,
007ac6fe-2eb3-41a7-99d7-90792dd5f955,FACE_MATCH,"2026-01-03 06:22:42",987,200,PASSPORT,Metro,Android,
007af144-f3ca-4e9e-a79f-851845ab463a,OCR_PAN,"2026-01-11 00:06:42",767,200,PASSPORT,Tier-1,Android,
007afb5c-3363-4ea7-b0a8-6a4efa97ff3f,FACE_MATCH,"2026-01-27 11:22:42",1078,200,AADHAAR,Tier-2,Android,
007b39ff-5ce2-4e72-996f-8f2b2db82a2c,KYC_VERIFY,"2026-01-16 23:18:42",1097,200,DRIVING_LICENSE,Tier-1,Android,
007b5833-eaae-4531-a760-5e7d93ddf668,OCR_PAN,"2026-01-04 21:09:42",899,200,DRIVING_LICENSE,Metro,Android,
007c16ae-d7b4-4dbc-a3e4-cf119117a152,KYC_VERIFY,"2026-01-13 17:03:42",1028,200,PAN,Rural,Android,
007d612b-420a-42ce-8eb6-bbdc15881581,OCR_PAN,"2026-01-26 20:45:42",1301,200,PASSPORT,Metro,Android,
007d6304-c39a-41dc-8001-b699296fe4d4,OCR_AADHAAR,"2026-01-05 12:08:42",1629,200,PASSPORT,Metro,iOS,
007d94ac-1097-49a9-837e-8f615b34974e,FACE_MATCH,"2026-01-04 00:07:42",1569,401,DRIVING_LICENSE,Metro,Android,TIMEOUT
007def05-cfa8-4f96-aea0-eb0530fa74ee,KYC_VERIFY,"2026-01-16 21:21:42",302,200,PAN,Metro,Web,
007e19b5-1cc8-4ab4-825c-12339054c7b6,FACE_MATCH,"2026-01-18 17:06:42",1131,200,DRIVING_LICENSE,Tier-2,Web,
007e5db0-1ff8-459f-b32c-75ef036341ef,OCR_AADHAAR,"2026-01-18 06:43:42",1464,200,PASSPORT,Tier-1,Android,
007f6751-b26f-49f5-9555-85ea326cf615,OCR_PAN,"2026-01-16 01:08:42",1664,200,AADHAAR,Metro,Android,
00818b80-ffa1-4938-ab22-8541104ef0ee,OCR_PAN,"2026-01-16 01:46:42",1262,200,DRIVING_LICENSE,Metro,iOS,
008190df-0f31-43ce-b200-13ec3a0e1688,OCR_AADHAAR,"2026-01-10 17:03:42",1247,401,PASSPORT,Metro,iOS,DOCUMENT_EXPIRED
00821b8c-2577-4f61-accd-c8befb3e8e16,OCR_PAN,"2026-01-16 01:32:42",1329,200,DRIVING_LICENSE,Metro,Android,
00828c9f-8d3d-46a1-b672-a46718e7f18a,KYC_VERIFY,"2026-01-04 10:02:42",968,200,DRIVING_LICENSE,Tier-1,Android,
00836b1c-0f01-4b61-818c-3bfec0e6a1e0,KYC_VERIFY,"2026-01-17 21:30:42",1543,200,DRIVING_LICENSE,Tier-1,iOS,
00843164-3b19-42a3-b762-46aadc099935,OCR_AADHAAR,"2026-01-03 18:19:42",1137,200,DRIVING_LICENSE,Metro,iOS,
0085778f-2f1d-41a7-b043-173562456295,KYC_VERIFY,"2026-01-16 05:21:42",970,200,DRIVING_LICENSE,Tier-1,Android,
0085867a-7457-4a28-92f7-43ea5f387bf2,FACE_MATCH,"2026-01-20 07:36:42",1027,200,DRIVING_LICENSE,Tier-1,iOS,
008759d6-e6e5-4546-806f-ec1479818f01,FACE_MATCH,"2026-01-18 14:26:42",1085,422,AADHAAR,Metro,Android,NETWORK_ERROR
00895c9d-337a-425c-9069-d6302e5d7c91,OCR_PAN,"2026-01-16 07:19:42",1117,200,AADHAAR,Metro,iOS,
0089e6d0-2780-4bdb-9350-f39937f84bf6,OCR_PAN,"2026-01-01 08:19:42",1623,400,DRIVING_LICENSE,Tier-2,Android,DOCUMENT_EXPIRED
008a72d7-d7c2-4f8e-bd19-daafcb54fdf1,KYC_VERIFY,"2026-01-15 13:58:42",954,200,PAN,Tier-1,iOS,
008b7470-306a-4387-bd0f-3b8916a0469e,OCR_PAN,"2026-01-26 07:58:42",1646,200,PASSPORT,Metro,Web,
008cb3e2-99d5-4611-bf93-cdc33873168d,OCR_PAN,"2026-01-02 10:25:42",1344,200,AADHAAR,Tier-2,Android,
008d8683-b0f6-4fd4-b9d2-f408907a1f89,OCR_PAN,"2026-01-29 05:34:42",1266,200,PAN,Tier-2,Android,
008d9c2d-ee38-436a-b427-87a67bb9feb3,OCR_PAN,"2026-01-22 13:39:42",2039,422,PASSPORT,Tier-1,Android,FACE_MISMATCH
008de4d2-638d-49be-8ada-f4ea43980e75,FACE_MATCH,"2026-01-29 07:38:42",1117,200,PASSPORT,Metro,Android,
008f3d45-07d9-45f3-be37-092687e98da7,FACE_MATCH,"2026-01-21 15:46:42",721,200,DRIVING_LICENSE,Metro,Web,
00920550-d79d-40a4-8114-b5a1a8021f95,KYC_VERIFY,"2026-01-25 11:39:42",1016,200,DRIVING_LICENSE,Metro,Web,
00923ee5-f6e0-4d93-82ac-21eba2ee4003,KYC_VERIFY,"2026-01-29 05:48:42",518,200,AADHAAR,Tier-1,Web,
0095208c-417d-4d23-b220-e0e6eade454c,OCR_AADHAAR,"2026-01-03 06:04:42",1321,200,AADHAAR,Tier-1,Android,
00955674-851d-4a15-a1be-e252096bd9ef,KYC_VERIFY,"2026-01-28 00:16:42",200,200,PAN,Metro,iOS,
00962a47-e4be-4959-87c7-5ba8aefc640e,FACE_MATCH,"2026-01-24 06:57:42",800,200,DRIVING_LICENSE,Metro,iOS,
009789e3-5101-4442-ab62-57dc699df759,OCR_PAN,"2026-01-18 07:27:42",1406,200,PAN,Tier-2,Android,
009bf00e-f256-47bd-a6d6-331820836902,FACE_MATCH,"2026-01-25 21:17:42",1105,200,PASSPORT,Tier-1,Web,
009c5d6a-c5c4-422e-845f-f06f8a9b9062,OCR_AADHAAR,"2025-12-31 10:05:42",1390,500,PASSPORT,Metro,Android,TIMEOUT
009c6623-1c8a-439c-be3f-62091fce6f9c,KYC_VERIFY,"2026-01-07 03:27:42",879,200,DRIVING_LICENSE,Tier-1,Android,
009cf59b-10d4-4ee7-8fc0-f5e146643798,KYC_VERIFY,"2026-01-20 22:41:42",1317,400,PAN,Tier-2,Web,BLURRY_IMAGE
009dc75e-b543-4356-946f-e8d5036cb24a,OCR_AADHAAR,"2026-01-30 04:23:42",1277,200,PAN,Metro,iOS,
009ef397-d7d1-459a-86ba-0905c919cda7,OCR_AADHAAR,"2026-01-29 14:27:42",1708,200,DRIVING_LICENSE,Metro,Android,
00a07621-9f65-4ef4-a164-d775bd70aaca,OCR_AADHAAR,"2026-01-04 04:36:42",2182,401,PAN,Tier-2,iOS,BLURRY_IMAGE
00a08f9d-b38b-4c3c-a0d3-ce2532aa89a8,OCR_PAN,"2026-01-17 00:50:42",1411,200,AADHAAR,Metro,Web,
00a1824d-64ce-41e9-9dad-6506a23b8eac,FACE_MATCH,"2026-01-20 14:51:42",1107,200,DRIVING_LICENSE,Tier-2,Android,
00a35b0c-fe31-44e4-9cac-bb4d97e204c3,KYC_VERIFY,"2026-01-15 19:30:42",332,200,PASSPORT,Tier-2,iOS,
00a5ae49-2c3a-4fdd-a865-f28609c3320a,FACE_MATCH,"2026-01-06 07:33:42",1034,200,DRIVING_LICENSE,Tier-2,Android,
00a7031b-f0a6-44ba-b7f2-dac0fcec593c,KYC_VERIFY,"2026-01-02 23:56:42",305,200,AADHAAR,Metro,Android,
00a7269f-666c-49b1-b23a-fdb94b61533e,OCR_PAN,"2026-01-21 07:46:42",1792,200,PASSPORT,Rural,Android,
00a91953-2b9d-4778-95a2-f0014bbb3d92,FACE_MATCH,"2026-01-08 18:21:42",727,200,DRIVING_LICENSE,Metro,iOS,
00ab540f-a590-4968-974c-51e25faeeb5c,OCR_PAN,"2026-01-26 07:20:42",1915,200,PAN,Metro,Android,
00ab79fb-864d-4372-b639-67b4325bd29d,OCR_PAN,"2026-01-22 05:49:42",497,200,PASSPORT,Metro,Android,
00ac689a-b182-4967-97e8-f837f9c94421,FACE_MATCH,"2026-01-26 05:32:42",1456,400,DRIVING_LICENSE,Metro,Android,BLURRY_IMAGE
00acdacc-d290-46fe-ade2-29afac4c735e,FACE_MATCH,"2026-01-28 13:44:42",850,200,DRIVING_LICENSE,Tier-2,iOS,
